area_type,location,size,total_sqft,bath,balcony,age,price
Super built-up  Area,Doddagubbi,1,747,1,2,4.079320164,27
Super built-up  Area,Soundarya Layout,2,900,2,2,4.079782222,27
Super built-up  Area,Talaghattapura,2,1090,2,1,4.079782222,27.24
Super built-up  Area,Kanakpura Road,1,525,1,1,4.079782222,27.25
Super built-up  Area,Budigere,1,664 - 722,1,0,4.081277465,27.375
Super built-up  Area,Electronic City Phase II,2,1020,2,1,4.081277465,27.43
Super built-up  Area,Kanakpura Road,1,525,1,1,4.081277465,27.5
Super built-up  Area,Thanisandra,1,580,1,1,4.084091884,27.5
Super built-up  Area,Kengeri,2,918,2,1,4.084091884,27.54
Super built-up  Area,Jalahalli,1,610 - 615,1,0,4.084091884,27.565
Built-up  Area,Kereguddadahalli,2,1105,2,2,4.086691139,27.6
Super built-up  Area,Chandapura,2,1025,2,2,4.086691139,27.68
Super built-up  Area,Chandapura,2,1025,2,2,4.086691139,27.68
Super built-up  Area,Chandapura,2,1025,2,2,4.087470353,27.68
Super built-up  Area,Sarjapur,2,900,2,2,4.087470353,27.98
Super built-up  Area, Thanisandra,1,445,1,0,4.087470353,28
Super built-up  Area,Hennagara,2,823,2,1,4.090967563,28
Plot  Area,Chokkanahalli,1,1200,1,1,4.090967563,28
Built-up  Area,Kogilu,2,650,2,0,4.090967563,28
Built-up  Area,Kereguddadahalli,2,800,2,2,4.095953719,28
Built-up  Area,Arekere,1,600,1,1,4.095953719,28
Super built-up  Area,Dodda Nekkundi,2,850,2,3,4.095953719,28
Built-up  Area,KR Puram,1,714,1,1,4.096517243,28
Super built-up  Area, Rachenahalli,1,440,1,0,4.096517243,28
Super built-up  Area,Sompura,2,1090,2,2,4.096517243,28
Super built-up  Area,Talaghattapura,2,1150,2,0,4.102335552,28
Super built-up  Area,Rachenahalli,1,440,1,1,4.102335552,28
Built-up  Area,Electronics City Phase 1,2,919,2,0,4.102335552,28
Built-up  Area,Varthur,2,1083,2,2,4.104129923,28
Super built-up  Area,Anekal,2,766,2,2,4.104129923,28
Carpet  Area,Kanakpura Road,1,381,1,0,4.104129923,28
Super built-up  Area,Lake City,2,750,2,1,4.11266085,28
Super built-up  Area,Hosa Road,2,840,2,1,4.11266085,28
Built-up  Area,Electronic City,1,635,1,1,4.11266085,28
Carpet  Area,Kanakpura Road,1,381,1,1,4.11440652,28
Super built-up  Area,Kodigehalli,2,635,1,1,4.11440652,28
Super built-up  Area,Electronic City,1,635,1,0,4.11440652,28
Super built-up  Area,Gottigere,2,1100,2,1,4.122901533,28
Super built-up  Area,Electronics City Phase 1,2,1000,2,3,4.122901533,28
Built-up  Area,Electronic City Phase II,2,1300,2,2,4.122901533,28
Super built-up  Area,Anwar Layout,1,610,1,0,4.12590092,28
Super built-up  Area,Anekal,2,614,1,1,4.12590092,28
Super built-up  Area,Tejaswini Nagar,1,720,1,2,4.12590092,28
Built-up  Area,Electronic City Phase II,2,545,1,1,4.128267302,28
Super built-up  Area,Chandapura,3,1095,2,2,4.128267302,28
Super built-up  Area,Hoskote,2,929 - 1078,2,0,4.128267302,28.095
Super built-up  Area,Electronic City,2,1125,2,1,4.128879951,28.13
Super built-up  Area,Bommasandra,2,1126,2,1,4.128879951,28.15
Super built-up  Area,Phase 1 Kammasandra,2,1105,2,2,4.128879951,28.18
Super built-up  Area,Sarjapur  Road,2,870 - 1080,2,0,4.132176739,28.275
Carpet  Area,Hormavu,1,527 - 639,1,0,4.132176739,28.275
Super built-up  Area,Hosa Road,1,615,1,1,4.132176739,28.29
Super built-up  Area,Dasanapura,1,708,1,0,4.13269444,28.32
Built-up  Area,Electronic City Phase II,2,1090,2,1,4.13269444,28.34
Super built-up  Area,Electronic City Phase II,1,630,1,1,4.13269444,28.35
Super built-up  Area,Sarjapura - Attibele Road,2,1033,2,2,4.136021804,28.41
Super built-up  Area,Electronic City,3,1033,2,2,4.136021804,28.41
Super built-up  Area,Chandapura,2,876,2,2,4.136021804,28.47
Super built-up  Area,Electronic City Phase II,2,1140,2,2,4.137278576,28.5
Super built-up  Area,Hoskote,2,1065,2,2,4.137278576,28.5
Plot  Area,Hoskote,,800 - 2660,,,4.137278576,28.545
Super built-up  Area,Devanahalli,1,655 - 742,1,0,4.138822758,28.57
Super built-up  Area,Kengeri Satellite Town,2,1025,2,1,4.138822758,28.57
Super built-up  Area,Whitefield,1,660 - 670,,,4.138822758,28.585
Plot  Area,Sarjapur  Road,,1200 - 2400,,,4.139620469,28.785
Super built-up  Area,Electronic City,2,1000,2,1,4.139620469,28.88
Super built-up  Area,Electronic City Phase II,2,1000,2,1,4.139620469,28.88
Built-up  Area,Electronic City Phase II,2,1000,2,1,4.141508415,28.88
Super built-up  Area,Electronic City Phase II,2,1000,2,1,4.141508415,28.88
Super built-up  Area,Electronic City Phase II,2,1000,2,1,4.141508415,28.88
Built-up  Area,Electronic City Phase II,2,1000,2,1,4.143032901,28.88
Built-up  Area,Electronic City Phase II,2,1000,2,1,4.143032901,28.88
Built-up  Area,Bommasandra Industrial Area,2,1000,2,1,4.143032901,28.88
Super built-up  Area,Ambalipura,2,860,2,1,4.143350468,28.93
Super built-up  Area,Kambipura,2,883,2,1,4.143350468,29
Super built-up  Area,Electronic City,2,880,2,2,4.143350468,29
Super built-up  Area,Kammasandra,2,674,2,1,4.144291525,29
Super built-up  Area,Cox Town,1,605,1,1,4.144291525,29
Super built-up  Area,Bisuvanahalli,2,845,2,1,4.144291525,29
Super built-up  Area,Kengeri Satellite Town,3,1149,2,2,4.145068881,29
Super built-up  Area,Sarjapur  Road,1,715,1,2,4.145068881,29
Super built-up  Area,Hoskote,3,1250,3,2,4.145068881,29
Super built-up  Area,Baba Nagar,2,700,2,1,4.150388618,29
Super built-up  Area,Thanisandra,1,662,1,1,4.150388618,29
Plot  Area,Kadabagere,1,520,2,0,4.150388618,29
Built-up  Area,Electronic City Phase II,2,545,1,1,4.152152601,29
Super built-up  Area,Bommasandra,2,877,2,1,4.152152601,29
Super built-up  Area,Hosapalya,2,800,1,1,4.152152601,29
Super built-up  Area,Sarjapur,2,1205,2,2,4.16897216,29
Built-up  Area,Marsur,3,715,2,1,4.16897216,29
Super built-up  Area,Whitefield,1,524,1,1,4.16897216,29
Super built-up  Area,Hulimavu,1,581,1,1,4.169137168,29
Super built-up  Area,Electronic City,1,589,1,1,4.169137168,29
Super built-up  Area,Kumaraswami Layout,2,1200,2,2,4.169137168,29
Super built-up  Area,Yelahanka,2,1000,2,1,4.16982037,29
Built-up  Area,Electronic City Phase II,2,1125,2,1,4.16982037,29.25
Super built-up  Area,Kanakpura Road,1,525,,,4.16982037,29.25
Super built-up  Area,Attibele,2,1174,2,1,4.170949099,29.35
Super built-up  Area,Attibele,2,1175,2,1,4.170949099,29.38
Super built-up  Area,Whitefield,1,530,1,1,4.170949099,29.44
Built-up  Area,Bommasandra Industrial Area,2,1020,2,1,4.173577215,29.45
Built-up  Area,Electronic City,2,1020,2,1,4.173577215,29.45
Built-up  Area,Electronic City Phase II,2,1020,2,1,4.173577215,29.45
Built-up  Area,Bommasandra Industrial Area,2,1020,2,1,4.174159402,29.45
Built-up  Area,Electronic City,2,1020,2,1,4.174159402,29.45
Built-up  Area,Electronic City,2,1020,2,1,4.174159402,29.46
Super built-up  Area,Electronic City,2,1020,2,2,4.177213846,29.46
Super built-up  Area,Talaghattapura,2,921,2,1,4.177213846,29.47
Super built-up  Area,Talaghattapura,2,921,2,2,4.177213846,29.47
Super built-up  Area,Singasandra,2,1010,2,1,4.177550251,29.5
Plot  Area,Narasapura,2,30Acres,2,2,4.177550251,29.5
Super built-up  Area,Chandapura,2,876,2,2,4.177550251,29.5
Super built-up  Area,Mico Layout,1,800,1,1,4.180214591,29.5
Carpet  Area,Kaggadasapura,2,775,2,2,4.180214591,29.5
Plot  Area,Hoskote near,2,600,2,2,4.180214591,29.5
Built-up  Area,Electronic City,2,1025,2,1,4.181184313,29.6
Built-up  Area,Electronic City,2,1025,2,1,4.181184313,29.6
Built-up  Area,Electronic City Phase II,2,1025,2,1,4.181184313,29.6
Built-up  Area,Electronic City,2,1025,2,1,4.182828228,29.61
Super built-up  Area,Electronic City,2,1000,2,1,4.182828228,29.7
Super built-up  Area,Ananth Nagar,2,1000,2,1,4.182828228,29.7
Super built-up  Area,8th Phase JP Nagar,1,451,1,0,4.186458038,29.9
Super built-up  Area,Bommanahalli,2,1000,2,2,4.186458038,29.9
Super built-up  Area,ITPL,2,1000,2,1,4.186458038,29.95
Super built-up  Area,Electronic City,2,1000,2,1,4.187031549,29.95
Super built-up  Area,Chandapura,3,1110,2,2,4.187031549,29.97
Super built-up  Area,Chandapura,3,1110,2,2,4.187031549,29.97
Super built-up  Area,Sarjapur  Road,2,1117,2,3,4.188658329,29.99
Super built-up  Area,Hoysalanagar,2,850,2,1,4.188658329,30
Super built-up  Area,Vishwapriya Layout,2,820,2,1,4.188658329,30
Super built-up  Area,Kanakpura Road,1,525,1,1,4.191621744,30
Super built-up  Area,Kengeri Satellite Town,1,930,1,1,4.191621744,30
Carpet  Area,Weavers Colony,1,15,1,0,4.191621744,30
Super built-up  Area,Kanakapura,1,551,1,1,4.192968844,30
Plot  Area,Ramagondanahalli,1,540,1,0,4.192968844,30
Built-up  Area,Uttarahalli,2,882,2,1,4.192968844,30
Super built-up  Area,Abbigere,1,765,2,2,4.195004096,30
Built-up  Area,Bommasandra,2,877,2,2,4.195004096,30
Super built-up  Area,Kaikondrahalli,2,1000,2,1,4.195004096,30
Plot  Area,Kengeri Hobli,3,600,2,0,4.196803531,30
Built-up  Area,Kereguddadahalli,2,904,2,1,4.196803531,30
Built-up  Area,Raghuvanahalli,1,900,1,1,4.196803531,30
Super built-up  Area,Sarjapur,2,1000,2,2,4.19694777,30
Super built-up  Area,Kanakpura Road,1,525,1,1,4.19694777,30
Super built-up  Area,Thippasandra,1,650,1,0,4.19694777,30
Super built-up  Area,Kaggadasapura,2,1118,2,0,4.199195527,30
Super built-up  Area,Kanakpura Road,1,525,1,1,4.199195527,30
Super built-up  Area,Kalena Agrahara,2,800,2,2,4.199195527,30
Super built-up  Area,Kereguddadahalli,2,1000,2,2,4.204036516,30
Built-up  Area,Sarjapur,2,1500,2,2,4.204036516,30
Super built-up  Area,Gottigere,2,1075,2,2,4.204036516,30
Super built-up  Area,Kengeri,2,900,2,0,4.205495168,30
Built-up  Area,5th Phase JP Nagar,1,600,1,1,4.205495168,30
Super built-up  Area,KR Puram,2,1001,2,2,4.205495168,30
Plot  Area,Vishveshwarya Layout,1,750,1,1,4.206346468,30
Super built-up  Area,Kanakpura Road,1,525,1,1,4.206346468,30
Super built-up  Area,Kengeri,2,725,2,1,4.206346468,30
Built-up  Area,Kothanur,1,627,1,1,4.209418333,30
Super built-up  Area,Doddabanahalli,2,800,2,2,4.209418333,30
Plot  Area,Nagawara Junction,2,600,2,0,4.209418333,30
Super built-up  Area,Chandapura,2,937,2,1,4.210230261,30
Super built-up  Area,Yelachenahalli,2,800,1,1,4.210230261,30
Super built-up  Area,8th Phase JP Nagar,1,500,1,1,4.210230261,30
Built-up  Area,Doddathoguru,2,925,2,2,4.21032287,30
Built-up  Area,Bisuvanahalli,2,845,2,1,4.21032287,30
Built-up  Area,Nelamangala,2,820,2,2,4.21032287,30
Super built-up  Area,Electronic City,2,1200,2,2,4.210462758,30
Super built-up  Area,Vishwapriya Layout,2,770,2,2,4.210462758,30
Carpet  Area,KR Puram,2,1057,2,2,4.210462758,30
Super built-up  Area,Vajarahalli,1,551,1,1,4.212947373,30
Plot  Area,Kamakshipalya,1,450,1,0,4.212947373,30
Super built-up  Area,Thippasandra,1,660,1,0,4.212947373,30
Super built-up  Area,Varthur,2,986,2,1,4.213322953,30
Built-up  Area,Chandapura,2,800,1,2,4.213322953,30
Super built-up  Area,Bommasandra,2,842,2,2,4.213322953,30
Super built-up  Area,Neeladri Nagar,2,1105,2,2,4.213337832,30
Super built-up  Area,Kanakpura Road,1,525,1,1,4.213337832,30
Super built-up  Area,Neeladri Nagar,2,1100,2,2,4.213337832,30
Built-up  Area,Anjanapura,2,950,2,0,4.213793597,30
Super built-up  Area,Yelahanka,1,602,2,1,4.213793597,30
Super built-up  Area,Electronic City,2,825,2,1,4.213793597,30
Super built-up  Area,Tumkur Road,1,596 - 804,1,0,4.214295131,30.09
Super built-up  Area,Electronics City Phase 1,1,755,1,0,4.214295131,30.12
Super built-up  Area,Ambalipura,2,896,2,1,4.214295131,30.13
Super built-up  Area,Anjanapura,2,1076,2,1,4.214641793,30.13
Super built-up  Area,Chandapura,3,1100 - 1225,,,4.214641793,30.215
Super built-up  Area,Chandapura,3,1185,2,2,4.214641793,30.22
Super built-up  Area,Chandapura,3,1185,2,2,4.215671399,30.22
Super built-up  Area,Sonnenahalli,1,605,1,1,4.215671399,30.24
Super built-up  Area,Hennur Road,2,1081,2,1,4.215671399,30.27
Super built-up  Area,Kengeri,2,1009,2,1,4.221881955,30.27
Super built-up  Area,Electronic City,2,1020,2,1,4.221881955,30.27
Built-up  Area,Electronic City Phase II,2,1165,2,1,4.221881955,30.29
Super built-up  Area,Chandapura,3,1190,2,2,4.225150749,30.35
Super built-up  Area,Chandapura,3,1190,2,2,4.225150749,30.35
Super built-up  Area,Sarjapur,2,1124,2,1,4.225150749,30.35
Super built-up  Area,Chandapura,3,1190,2,2,4.225888127,30.35
Super built-up  Area,Hosur Road,2,1085,2,2,4.225888127,30.38
Super built-up  Area,Talaghattapura,2,951,2,2,4.225888127,30.43
Super built-up  Area,Electronics City Phase 1,2,1088,2,1,4.227764832,30.46
Super built-up  Area,Varthur Road,3,1033,2,2,4.227764832,30.47
Super built-up  Area,Chandapura,3,1033,2,2,4.227764832,30.47
Carpet  Area,Iggalur,2,910,2,1,4.229270472,30.5
Super built-up  Area,Electronic City Phase II,2,1020,2,1,4.229270472,30.6
Super built-up  Area,Sonnenahalli,1,605 - 624,1,0,4.229270472,30.715
Super built-up  Area,Electronic City Phase II,2,1065,2,1,4.230051414,30.75
Built-up  Area,Electronic City,2,1065,2,1,4.230051414,30.75
Built-up  Area,Electronic City,2,1065,2,1,4.230051414,30.75
Built-up  Area,Bommasandra Industrial Area,2,1065,2,1,4.235227141,30.75
Built-up  Area,Electronic City Phase II,2,1065,2,1,4.235227141,30.75
Built-up  Area,Electronic City,2,1065,2,1,4.235227141,30.76
Built-up  Area,Electronic City Phase II,2,1065,2,1,4.235712056,30.76
Super built-up  Area,Kogilu,1,700,1,1,4.235712056,30.84
Super built-up  Area,Yelahanka,1,694,1,0,4.235712056,30.84
Super built-up  Area,Kogilu,1,700,1,1,4.236880738,30.84
Built-up  Area,Electronic City Phase II,2,1065,2,1,4.236880738,30.88
Built-up  Area,Electronics City Phase 1,2,950,2,3,4.236880738,31
Super built-up  Area,Kengeri,2,726,2,1,4.238065602,31
Built-up  Area,Kengeri,2,787,2,1,4.238065602,31
Super built-up  Area,8th Phase JP Nagar,1,500,1,1,4.238065602,31
Super built-up  Area,Gollahalli,2,1600,2,1,4.242603158,31
Super built-up  Area,Bisuvanahalli,3,1075,2,1,4.242603158,31
Super built-up  Area,Lake City,2,780,2,1,4.242603158,31
Super built-up  Area,Marasandra,2,1000,2,1,4.247433999,31
Super built-up  Area,Bisuvanahalli,3,1075,2,1,4.247433999,31
Built-up  Area,Yelahanka New Town,2,860,1,2,4.247433999,31
Super built-up  Area,Varthur,2,986,2,1,4.254128346,31
Super built-up  Area,Jalahalli,2,1035,2,1,4.254128346,31.05
Super built-up  Area,Sarjapur  Road,1,691,1,1,4.254128346,31.1
Plot  Area,Rajankunte,,1575,,,4.254254339,31.11
Super built-up  Area,Dasanapura,2,708,2,1,4.254254339,31.15
Super built-up  Area,Bannerghatta Road,1,700,1,1,4.254254339,31.2
Super built-up  Area,Tumkur Road,1,596 - 861,1,0,4.255008575,31.315
Super built-up  Area,Chandapura,3,1230,2,2,4.255008575,31.37
Super built-up  Area,Chandapura,3,1230,2,2,4.255008575,31.37
Super built-up  Area,Chandapura,3,1230,2,2,4.259678188,31.37
Built-up  Area,Bommasandra Industrial Area,2,1090,2,2,4.259678188,31.48
Built-up  Area,Huskur,2,1090,2,1,4.259678188,31.48
Built-up  Area,Bommasandra Industrial Area,2,1090,2,1,4.259876465,31.48
Built-up  Area,Electronic City,2,1090,2,1,4.259876465,31.48
Built-up  Area,Electronic City Phase II,2,1090,2,1,4.259876465,31.48
Built-up  Area,Electronic City,1,1090,2,1,4.265906407,31.48
Built-up  Area,Electronic City,2,1090,2,1,4.265906407,31.49
Super built-up  Area,Ananth Nagar,2,1100,2,2,4.265906407,31.5
Built-up  Area,Kammasandra,2,990,2,1,4.266359654,31.5
Super built-up  Area,Dommasandra,3,1033,2,2,4.266359654,31.5
Super built-up  Area,Kodathi,3,1033,2,2,4.266359654,31.5
Built-up  Area,Hoskote,2,1065,2,3,4.266667666,31.5
Super built-up  Area,Sarjapur  Road,2,858,2,1,4.266667666,31.57
Plot  Area,sankeswari,1,461.82,1,1,4.266667666,31.7
Super built-up  Area,Raja Rajeshwari Nagar,1,648,1,1,4.267184447,31.75
Super built-up  Area,Sarjapura - Attibele Road,2,1073,2,2,4.267184447,31.77
Super built-up  Area,Bannerghatta Road,1,595,1,1,4.267184447,31.83
Super built-up  Area,Balagere,2,1028,2,1,4.267647438,31.86
Super built-up  Area,Hosa Road,2,1063,2,1,4.267647438,31.89
Super built-up  Area,Hosa Road,2,1063,2,1,4.267647438,31.9
Super built-up  Area,Kammasandra,3,1276,2,1,4.267963158,31.9
Super built-up  Area,Ambalipura,2,950,2,1,4.267963158,31.95
Super built-up  Area,Kammasandra,2,1080,2,1,4.267963158,31.99
Super built-up  Area,Electronics City Phase 1,2,1032,2,1,4.26897623,31.99
Super built-up  Area,Hosa Road,2,1063,2,1,4.26897623,32
Super built-up  Area,Sarjapur,2,913,2,1,4.26897623,32
Built-up  Area,Doddathoguru,2,1050,2,1,4.269445989,32
Built-up  Area,Kereguddadahalli,2,950,2,1,4.269445989,32
Super built-up  Area,Chandapura,2,1200,2,2,4.269445989,32
Super built-up  Area,Budigere,1,764,1,1,4.272456648,32
Super built-up  Area,Kammasandra,2,1156,2,2,4.272456648,32
Built-up  Area,Sri Balaji Krupa Layout,1,600,1,0,4.272456648,32
Built-up  Area,Soundarya Layout,2,960,2,2,4.272548632,32
Super built-up  Area,Bisuvanahalli,2,850,1,1,4.272548632,32
Super built-up  Area,Varthur,2,1091,2,1,4.272548632,32
Super built-up  Area,Gunjur Palya,3,1033,2,2,4.273395859,32
Built-up  Area,Sanjay nagar,1,965,1,1,4.273395859,32
Super built-up  Area,Doddathoguru,2,915,2,1,4.273395859,32
Built-up  Area,Yeshwanthpur,2,1000,2,2,4.273992745,32
Built-up  Area,Doddathoguru,2,1140,2,3,4.273992745,32
Super built-up  Area,Kengeri Satellite Town,2,795,2,2,4.273992745,32
Super built-up  Area,Chandapura,3,1095,2,2,4.277772701,32
Super built-up  Area,Pattandur Agrahara,2,797,2,1,4.277772701,32
Super built-up  Area,Electronics City Phase 1,3,1291,2,3,4.277772701,32
Built-up  Area,Bisuvanahalli,2,700,1,1,4.282450211,32
Built-up  Area,Electronics City Phase 1,1,638,1,1,4.282450211,32
Built-up  Area,Kereguddadahalli,2,1080,2,2,4.282450211,32
Built-up  Area,Chandapura,3,715,2,0,4.288708647,32
Super built-up  Area,LB Shastri Nagar,1,665,1,2,4.288708647,32
Super built-up  Area,Doddathoguru,2,855,2,1,4.288708647,32
Super built-up  Area,Bommasandra,2,800,1,1,4.289916281,32
Super built-up  Area,Sarjapur  Road,2,914,2,1,4.289916281,32
Built-up  Area,Anjanapura,2,950,2,0,4.289916281,32
Super built-up  Area,Sarjapur,2,1044,2,2,4.291223903,32
Super built-up  Area,Vidhyanagar Cross,2,1100,2,2,4.291223903,32
Super built-up  Area,Shetty Halli,1,800,1,2,4.291223903,32
Super built-up  Area,Electronic City Phase II,2,1020,2,2,4.29185583,32
Super built-up  Area,Varthur Road,2,1033,2,2,4.29185583,32
Super built-up  Area,9th Phase JP Nagar,2,905,2,1,4.29185583,32
Super built-up  Area,Doddabommasandra,2,1300,2,3,4.292692379,32
Super built-up  Area,Tumkur Road,2,708,2,1,4.292692379,32
Super built-up  Area,Marsur,3,720,2,1,4.292692379,32
Super built-up  Area,Whitefield,2,1024,2,1,4.302477241,32
Built-up  Area,Electronic City,2,800,2,2,4.302477241,32
Built-up  Area,Talaghattapura,2,1100,2,0,4.302477241,32
Super built-up  Area,Electronic City,2,975,2,1,4.302756122,32
Super built-up  Area,Sarjapur,2,850,2,2,4.302756122,32
Super built-up  Area,Electronic City,2,1127,2,2,4.302756122,32
Super built-up  Area,Old Madras Road,2,935,2,1,4.304375946,32
Super built-up  Area,Shanthi Pura,2,800,2,1,4.304375946,32
Built-up  Area,Sompura,2,825,2,1,4.304375946,32
Super built-up  Area,Bisuvanahalli,2,845,2,2,4.308730208,32
Super built-up  Area,Devasandra Extension,2,1090,2,2,4.308730208,32
Super built-up  Area,Bisuvanahalli,3,1075,2,1,4.308730208,32
Super built-up  Area,Begur Road,1,644,1,1,4.310888297,32
Super built-up  Area,Chikkadunnasandra,2,1138,2,1,4.310888297,32
Built-up  Area,Kodigehaali,2,866,2,2,4.310888297,32
Built-up  Area,Kengeri Satellite Town,2,800,2,1,4.311017566,32
Super built-up  Area,Puttanahalli,2,1100,2,2,4.311017566,32
Super built-up  Area,Channasandra,2,1010,2,1,4.311017566,32
Super built-up  Area,Whitefield,1,613 - 648,1,0,4.312275647,32.15
Super built-up  Area,Gubbalala,2,1008,2,2,4.312275647,32.25
Built-up  Area,KR Puram,2,1075,2,2,4.312275647,32.25
Super built-up  Area,Hosa Road,2,1079,2,1,4.312327918,32.37
Super built-up  Area,Hosa Road,2,1079,2,1,4.312327918,32.37
Super built-up  Area,Anwar Layout,1,660 - 780,1,0,4.312327918,32.39
Built-up  Area,Electronic City,2,1125,2,1,4.312820313,32.49
Super built-up  Area,Jalahalli,2,1083,2,1,4.312820313,32.49
Super built-up  Area,Jalahalli,2,1083,2,1,4.312820313,32.49
Built-up  Area,Huskur,2,1125,2,1,4.312952153,32.49
Built-up  Area,Electronic City Phase II,2,1125,2,1,4.312952153,32.49
Super built-up  Area,Electronic City Phase II,2,1125,2,1,4.312952153,32.49
Built-up  Area,Bommasandra Industrial Area,2,1125,2,1,4.313977841,32.49
Built-up  Area,Electronic City,2,1125,2,1,4.313977841,32.49
Built-up  Area,Bommasandra Industrial Area,2,1125,2,1,4.313977841,32.49
Super built-up  Area,Sarjapur,2,950,2,2,4.316606421,32.5
Super built-up  Area,Electronic City Phase II,2,900,2,2,4.316606421,32.5
Built-up  Area,Electronic City,2,1125,2,1,4.316606421,32.5
Super built-up  Area,Geddalahalli,2,850,2,1,4.318869133,32.5
Super built-up  Area,Abbigere,2,795,2,1,4.318869133,32.54
Super built-up  Area,Abbigere,2,795,2,1,4.318869133,32.54
Super built-up  Area,Abbigere,2,795,1,1,4.324962702,32.6
Built-up  Area,Electronic City,2,1130,2,1,4.324962702,32.63
